Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
210	19	0.332992187	2.31754576	0	0	0	0	0	0.001	0	1000	0	0	3
211	19	0.33473496	2.32858169	0	0	0	0	0	0.001	0	1000	0	0	3
212	19	0.336468461	2.33961762	0	0	0	0	0	0.001	0	1000	0	0	3
213	19	0.33819344	2.35065355	0	0	0	0	0	0.001	0	1000	0	0	3
214	19	0.339911364	2.36168949	0	0	0	0	0	0.001	0	1000	0	0	3
215	19	0.34162332	2.37272542	0	0	0	0	0	0.001	0	1000	0	0	3
216	19	0.343331391	2.38376135	0	0	0	0	0	0.001	0	1000	0	0	3
217	19	0.345037372	2.39479728	0	0	0	0	0	0.001	0	1000	0	0	3
218	19	0.346743203	2.40583321	0	0	0	0	0	0.001	0	1000	0	0	3
219	19	0.348450848	2.41686915	0	0	0	0	0	0.001	0	1000	0	0	3
220	19	0.350162208	2.42790508	0	0	0	0	0	0.001	0	1000	0	0	3
221	20	0.351878849	2.43894101	0	0	0	0	0	0.001	0	1000	0	0	3
222	20	0.35360265	2.44997694	0	0	0	0	0	0.001	0	1000	0	0	3
223	20	0.355339003	2.46101288	0	0	0	0	0	0.001	0	1000	0	0	3
224	20	0.357087156	2.47204881	0	0	0	0	0	0.001	0	1000	0	0	3
225	20	0.358830751	2.48308474	0	0	0	0	0	0.001	0	1000	0	0	3
226	20	0.360563761	2.49412067	0	0	0	0	0	0.001	0	1000	0	0	3
227	20	0.362287568	2.5051566	0	0	0	0	0	0.001	0	1000	0	0	3
228	20	0.364003034	2.51619254	0	0	0	0	0	0.001	0	1000	0	0	3
229	20	0.365712247	2.52722847	0	0	0	0	0	0.001	0	1000	0	0	3
230	20	0.367416713	2.5382644	0	0	0	0	0	0.001	0	1000	0	0	3
231	20	0.369118679	2.54930033	0	0	0	0	0	0.001	0	1000	0	0	3
232	21	0.37082025	2.56033626	0	0	0	0	0	0.001	0	1000	0	0	3
233	21	0.372523542	2.5713722	0	0	0	0	0	0.001	0	1000	0	0	3
234	21	0.374230835	2.58240813	0	0	0	0	0	0.001	0	1000	0	0	3
235	21	0.375943863	2.59344406	0	0	0	0	0	0.001	0	1000	0	0	3
236	21	0.377665901	2.60447999	0	0	0	0	0	0.001	0	1000	0	0	3
237	21	0.379400512	2.61551593	0	0	0	0	0	0.001	0	1000	0	0	3
238	21	0.38114799	2.62655186	0	0	0	0	0	0.001	0	1000	0	0	3
239	21	0.382885791	2.63758779	0	0	0	0	0	0.001	0	1000	0	0	3
240	21	0.384611929	2.64862372	0	0	0	0	0	0.001	0	1000	0	0	3
241	21	0.38632779	2.65965965	0	0	0	0	0	0.001	0	1000	0	0	3
242	21	0.388034385	2.67069559	0	0	0	0	0	0.001	0	1000	0	0	3
243	21	0.389733706	2.68173152	0	0	0	0	0	0.001	0	1000	0	0	3
244	22	0.39142828	2.69276745	0	0	0	0	0	0.001	0	1000	0	0	3
245	22	0.393120514	2.70380338	0	0	0	0	0	0.001	0	1000	0	0	3
246	22	0.394812539	2.71483932	0	0	0	0	0	0.001	0	1000	0	0	3
247	22	0.396506874	2.72587525	0	0	0	0	0	0.001	0	1000	0	0	3
248	22	0.398206163	2.73691118	0	0	0	0	0	0.001	0	1000	0	0	3
249	22	0.399912599	2.74794711	0	0	0	0	0	0.001	0	1000	0	0	3
250	22	0.4	2.75898304	0	0	0	0	0	0.001	0	1000	0	0	3
251	22	0.401716621	2.77001898	0	0	0	0	0	0.001	0	1000	0	0	3
252	22	0.403445997	2.78105491	0	0	0	0	0	0.001	0	1000	0	0	3
253	22	0.405181892	2.79209084	0	0	0	0	0	0.001	0	1000	0	0	3
254	23	0.406904516	2.80312677	0	0	0	0	0	0.001	0	1000	0	0	3
255	23	0.408610938	2.8141627	0	0	0	0	0	0.001	0	1000	0	0	3
256	23	0.410307321	2.82519864	0	0	0	0	0	0.001	0	1000	0	0	3
257	23	0.411994713	2.83623457	0	0	0	0	0	0.001	0	1000	0	0	3
258	23	0.413675562	2.8472705	0	0	0	0	0	0.001	0	1000	0	0	3
259	23	0.415352387	2.85830643	0	0	0	0	0	0.001	0	1000	0	0	3
260	23	0.417026766	2.86934237	0	0	0	0	0	0.001	0	1000	0	0	3
261	23	0.418702562	2.8803783	0	0	0	0	0	0.001	0	1000	0	0	3
262	23	0.420382238	2.89141423	0	0	0	0	0	0.001	0	1000	0	0	3
263	23	0.422068348	2.90245016	0	0	0	0	0	0.001	0	1000	0	0	3
